ClientName,Latitude,Longitude
Rebecca Gilbert,11.0158586,76.9212896
Crystal Scott,10.9949998,76.985566
Lisa Smith,11.0297054,76.96161
Melanie Robinson,10.9596702,76.9706779
Christopher Frye,10.9773906,77.0347931
Lisa Dalton,11.0336638,77.0033037
Paul Evans,11.0105133,77.00914
Lindsey David,10.9992887,76.9511257
Sara Morales,10.9777425,76.9724146
Kendra Ruiz,11.0178977,77.0209045
Michael Wade,11.0266001,76.9316746
Emily Velasquez,11.0374112,77.0149649
Vanessa Martin,11.0325791,76.9257753
Donald Gonzalez,10.9888905,76.9383927
Emma Boyd DDS,11.0351863,76.9160049
Kimberly Ferrell,10.9870401,76.9549211
Karen Bowman,10.9952921,76.9929609
Jerry Hernandez,11.0288158,76.9823098
Thomas Molina,10.9991018,76.9985562
Michelle Phillips,11.0610771,77.086478
Jonathan Ayala,11.023854,76.9086606
Robert Tyler,11.047451,76.9894241
Joseph Newman,10.9925844,76.9409584
Jose Hurley,11.0416035,77.0051012
Shelby Carpenter,10.9947349,76.9890131
Stephanie Jackson,11.0246563,76.9047951
Meagan Griffin,11.0158235,76.9273943
Pamela Fowler,11.0508841,76.9913224
Kristen Finley,10.9913515,76.9565402
Kristen Morales,10.9455957,76.931981
Seth Hess,10.913696,76.9484527
Donna Vargas,11.0438987,76.9767359
Samantha Nicholson,10.9143651,76.9511411
Charles Shah,10.9904738,76.963018
Jesse Alexander,11.0034272,77.0481546
Crystal Hartman,10.9705357,76.9713768
Walter May,11.0755637,77.0022211
Colleen Wilson,11.0461696,76.9524329
Justin Mcknight,10.9974966,77.0344965
Philip Rodriguez,10.9877165,76.9348261
Joel Crawford,11.0337398,76.9439257
Kimberly Scott,10.9068655,76.9591304
Scott Hayes,11.0262139,76.8833244
Stacey Ross,10.9593375,76.9235724
Stephen Foster,11.0177692,76.9213868
Victoria Stafford,11.03261,76.9569432
Lisa Pruitt,10.9968761,76.9514486
Christopher Evans,10.9606451,76.8992955
Gloria Wright,10.9994021,77.0255138
Cassandra Wilkinson,11.0203242,76.909202
Heidi Vasquez,11.0367573,77.0141066
James Johnson,10.9645828,76.9989577
Jason Frye,10.9949178,76.9922289
Shelby Irwin,10.9636767,76.9546017
Mary Orozco,11.0366748,76.9216315
Adam Warren,11.0216503,76.979772
Mary Kent,10.9512544,76.9295553
Claudia Jones,11.0785049,77.0367284
Miguel Medina,11.0510438,77.0594277
John Smith,11.0073863,76.9131947
Rebecca George,11.0430063,76.9419174
William Miller,11.0123873,77.0604564
Christine Richards,11.01634,77.0396133
Alison Alexander,11.0231024,76.9626695
Elizabeth Robinson,11.0275159,76.9574864
Samuel Barry PhD,11.0264533,77.0189734
Jeffrey Wilson,11.0373906,76.9610265
Gregory Mcgee,11.0251867,76.9146331
Jacob Lopez,11.0000219,76.9502767
Carol Phillips,11.0303435,76.8912272
Denise Robertson,11.0415192,76.9767325
Tiffany Barber,10.9959918,77.0272162
Jennifer Thompson,10.9755254,77.0255705
Tanya Schneider,10.9872016,76.9741148
Nichole Brown,11.0303115,76.9436734
Robert Ortiz,10.9977411,76.992464
Lisa Lopez,11.0645406,76.9086715
Daniel Fleming,10.958583,76.9526974
Deborah Ward,11.0002047,76.9932492
Christina Nolan,10.9868052,76.9355963
Clifford Garrison,10.9990655,76.9920534
Katrina King,11.0220228,77.0182227
Lisa Scott,11.0137486,76.9790648
David Hines,11.0238301,76.9660558
Nathaniel Escobar,10.9890024,76.9433737
Sarah Meyer,10.9615283,76.9728978
Jeffrey Ali,11.0284609,76.9626425
Craig Malone,11.0613353,77.0490587
Matthew Werner DDS,11.0258341,76.9667783
Devin Casey,11.0278614,76.9605636
Amber Gray,11.0177169,76.9866986
Alexis Hopkins,10.954377,76.9928552
Steven Reeves,11.0635318,77.0075205
Susan Lee,10.9916877,76.965045
Michaela Adams,11.0539793,77.0148136
Manuel Bond,11.0192246,76.9823478
Gabriella Frazier,11.0266387,77.0026835
Kevin Bowers,11.0078882,77.0150425
Lisa Hall,11.0342899,76.9247254
Matthew Lee,11.0116869,76.9904349
Stacey Rodgers,11.0172958,76.9612454
Austin Morris,11.0300979,76.9389398
Anthony Taylor,10.9245581,76.9826646
Brooke Stanley,11.0290511,77.000461
Kaitlyn Proctor,11.0051043,76.9129739
Lindsey Lopez,11.0164622,77.065867
Robert Taylor,11.0975481,77.0199661
Theresa Cain,11.0378889,76.9854033
Jorge Dunlap,11.0246124,76.9620778
Amy Garcia,11.0564474,76.9432932
William Fletcher,11.0257089,76.9397802
Jacqueline Williams,11.0257038,76.972745
Eugene Thompson,11.0226288,76.9690736
Gregory Adams,10.9243364,76.9826772
Kendra Evans,11.028021,77.0009105
Chad Anderson,11.0462123,77.038304
Sarah Hernandez,11.0626207,76.9927673
Bonnie Jones,10.9899348,76.9591037
Erin Robertson,11.0333207,76.9910213
Kenneth Ruiz,10.9908173,76.9589079
Denise Miller,11.0624094,76.9314276
Christina Todd,11.0078882,77.0150422
Juan Allen,10.9625386,76.9549195
Jeffrey Stone,11.0341437,76.9553086
Jeremy Campbell,11.0302867,76.9619222
Bethany Hogan,10.9936291,76.9407404
Dana Wolf,11.0467777,77.0517346
Carrie Thompson,11.0807022,77.004753
Crystal Quinn,11.0318847,76.9641926
Andrew Foster,11.0067486,76.991486
April Taylor,11.0221388,76.9624994
Katherine Ryan,10.9837287,76.9257486
Christina Newton,11.0427893,76.9994367
Nicole Cardenas,11.0533192,77.0497901
Zachary Barron,11.007558,76.9451518
Joseph Marsh,10.9906813,76.958795
Jessica Knight,11.0513379,76.9610953
Jeremy Schultz,11.0258198,76.9590803
Emma Woodard,10.9962266,76.9870403
Eileen Hall,10.977712,76.9151959
Nicole Frazier,11.0423114,77.0035482
Joel Pineda,11.0899201,76.9453392
Justin Harrison,10.9427925,76.9525151
Joshua Rhodes,11.0356871,76.9568139
Kimberly Walker DDS,11.041298,76.9392549
Angela Lynch,11.0260468,76.958865
Barbara Gonzalez,11.0523188,77.0149083
Steven Pope,10.9602373,76.9829532
Adam Crawford,11.0274575,76.9353727
Damon Miller,11.0291272,77.0019462
Carol Sullivan,11.0469115,77.0012643
Matthew Robinson,10.9959989,77.0271819
David Jones,10.9933539,76.9577902
Holly Marshall,11.053644,76.9922999
Pamela Smith,10.9532425,76.9726562
Christine Gonzales,11.0631384,76.9819279
Amber Townsend,10.9552327,76.9805325
Jeffrey Vargas,11.0282373,76.9948502
Peter Davis,10.9464477,76.9430509
Robert West,11.0093883,77.0290834
James Gray,10.9983548,77.0554338
Courtney Barker,10.9733754,77.030898
Tina Jones,10.9628618,76.9800859
Wendy Galloway,11.0208503,77.0003593
Robert Anderson,11.0748578,76.9411254
Jennifer Vincent,10.9896672,76.9431003
Christian Johnson,11.0425621,77.0141015
Mrs. Amber Jones,10.9546335,76.9734377
Ricardo Bradshaw,11.0614035,77.0154641
Tammy Hanna,11.0126612,76.9256749
Rebecca Griffin,10.9549247,76.9696445
Kim Cummings,11.0568765,77.0032032
Eric Gordon,10.9607764,76.8986521
Kevin Jones,11.0022485,77.0279086
Bradley Harris,11.04707,76.9603195
Joel Nelson,11.0065221,76.9646937
Vincent Solomon,11.0303139,77.0028026
Amy Peck,10.9913066,76.9586003
Daniel Mcdowell,10.9607742,76.980044
Jerry Taylor,10.9866458,76.9362688
Brandon Cook,10.9958288,76.9579547
Michele Harrison,10.9607173,76.949666
Lauren Terry,10.9425727,76.9785042
Ellen Jenkins DDS,11.0294991,76.9298616
Jennifer Graham,10.9895532,76.953145
Edward Sanchez,10.9497955,76.8836255
Todd Turner,10.9700439,76.9515409
William Santana,11.0088524,76.961818
Melissa Pope,10.9910335,76.9938124
Brian Hancock,11.0143745,77.0202449
Emily Lee,11.0444815,76.9472036
Jason Wright,11.0617651,77.0169515
Cheryl Banks,11.0522038,77.0388363
Thomas Suarez,11.0123462,76.9241807
Erica Baker,10.9535534,76.9792155
Cheryl Bowen,10.9938777,76.9575568
Evelyn Warren,11.0228961,77.0224017
Ebony Watkins,11.013837,76.9101971
Lisa West,10.90427,76.9592617
Kristen Alvarado,11.0484784,76.9289361
Jorge Smith,11.0638838,77.0857335
Clayton Wade,11.0759364,77.021616
Nicole Robertson,11.015829,76.9840934
April Hicks,11.0047522,77.0351389
Molly Smith,11.0606843,76.948851
Matthew Mcgee,11.0139488,77.0161109
Cassidy Bailey,11.0020004,76.994095
Kyle Brooks,11.0331968,76.9313299
John Flores,10.9318908,76.9495782
Charles Terry,11.0137823,77.0077
Carlos Rogers,10.9653647,76.9853291
Manuel Chambers,10.9623858,76.9533391
Erin Washington,10.9459787,76.9425896
William Shaw,11.0226805,77.0073543
William Meyer,11.0400966,76.9375028
Tamara Nguyen,10.9033965,76.9632194
Tracy Bush,11.0288076,76.9862498
Vicki Moore,11.0266,76.9676833
Ann Frank,11.0806127,77.035534
Gregory Reeves,11.0228275,76.9070018
Debra Dixon,11.0073061,77.0637189
Justin Weber,10.9934031,76.9581201
Joyce Steele,10.9942425,76.9672619
John Cisneros,11.0229317,76.9466861
Toni Hawkins,10.9942998,76.933517
Jordan Lewis,10.920769,76.9760074
Linda Brown,11.0463472,76.9980043
Katie Small,11.009616,77.0265946
Charles Estrada,11.0277433,77.0175833
Sara Potter,10.9773367,77.0340153
Sandra Thomas,10.9976381,76.95744
Dr. Brandon Powers,10.9915382,76.9439075
Cynthia Walter,10.9960609,76.9580078
Isaiah Mcbride,10.9606433,76.9725802
Stephanie Poole,10.9544762,76.9922218
Willie Kelly,11.0148343,76.9097841
Michael Andersen,10.9616914,76.9715469
Jessica Wheeler,11.0260106,77.0189843
Kathryn Holder,10.959917,76.9818522
Brett Watkins,11.0375978,77.0371587
Melissa Ramirez,11.035126,76.9802906
Julie Mcintyre,10.9946151,76.9943049
David Rodriguez,11.0325124,76.941147
Aaron Barrera,11.0462589,76.9502312
Katie Mckinney,10.9954194,76.9579652
Benjamin Cantu,10.9915208,76.9411581
Lisa Allen,10.9673745,77.0071771
Nicole Garcia,11.0360793,76.9220818
Colton Perez,11.0257042,76.9728934
Nathan Morton,11.0606842,77.0026057
Lucas Sanders,11.0834649,76.9821403
Teresa Bell,11.0478444,76.9598065
Melanie Adams,11.0019703,76.9908974
Kevin Perry,10.9922679,76.9504429
Robin Bennett,10.9967453,76.9512996
Benjamin Ochoa,11.1017701,76.9964955
Shannon Moore,11.0878608,77.0091426
April Weaver,11.0314466,76.9870586
Brandy Spencer,10.9785602,76.9687564
Andrew Jackson,10.9662443,77.0026882
Gabriel Carr,11.0493759,76.9673608
Jessica Patterson,11.041249,76.999011
Alec Hernandez,11.0015992,76.9563896
Kelly Nelson,11.0035903,76.9938911
Courtney Campbell,10.9962898,76.9410271
Christina Miles,10.9934023,76.9577289
Edward Shannon,11.0258464,76.9513048
Whitney Berry,11.0117444,77.0060589
Amanda Collier,11.0247857,76.9052493
Thomas Davis,11.0077993,77.0149901
Deborah Conner,10.996049,76.9870921
Dustin Munoz,11.0134535,76.9835944
Charles Collins,10.9920677,76.9634099
Marie Harvey,10.9916653,76.9487463
Sarah Johnson,11.0248086,76.90482
Miss Gwendolyn Parrish MD,10.9676057,76.9017175
Michael Thomas,11.0229001,77.0177356
Mr. Charles Johnson,11.078155,77.037077
Justin Bennett,10.9943607,76.9674513
Stacey Lee,10.9602164,76.9726115
Cynthia Blanchard,11.0125674,76.9502941
Jerry Greene,10.9920008,76.9950638
Jennifer Rios,11.007602,76.9114376
Kathleen Rowland,11.0792294,77.0378397
Jeffrey Parsons,11.039982,77.0016845
Wendy Chang,10.9820079,76.9654073
John Franklin,11.0033251,76.950327
Laurie Thomas,11.0306826,76.9622785
Audrey Richards,11.0084947,76.9649854
Victoria Montgomery,10.9940565,76.95764
Annette Norris,11.0364869,76.9806717
Gwendolyn Coleman,10.9975881,76.9575791
Samantha Sparks,10.9942351,76.9581631
Nicole Romero,11.0414266,76.9971921
Alison Gonzalez,11.0536493,77.0390625
Emily Flores,10.991533,76.9411662
Maria Henderson,11.0620148,77.0025901
Laura Campbell,10.9648054,76.9873079
Jacob Nguyen,10.9987353,77.0564323
Damon Shah,11.0038206,76.9927446
Jack Stark,11.0324296,76.960365
Sharon Durham,10.9435022,76.9529777
Danielle Adams,10.9616979,76.9713864
Monica Phillips,10.9909547,76.9386831
Jeffrey Fisher,11.0115969,77.0073114
Elizabeth Anderson,11.0406311,76.9806876
Connor Day,10.9399058,77.016037
Mary Jones,11.0272191,76.947049
Natalie Moon DDS,10.9441414,76.9362286
Scott Owens,11.0789578,77.003791
Sheri Rodriguez,11.0066385,76.9970367
Matthew Terry,11.0099967,77.03724
Jacob Orozco,10.9791912,77.0333858
Megan Bell,10.9923909,76.9488087
Karen Johnson,11.0075635,77.0314535
Anthony Harvey,11.0135604,76.9834752
Miguel Murillo,11.028636,76.9965872
Kenneth Perez,10.986792,76.9355748
Joe Kirk,11.0791876,77.0028612
Mark James,11.0272414,76.9609111
Scott Davis,11.0550557,77.0471285
Timothy Smith,11.0379955,76.924019
Rhonda Pitts,11.0364283,76.929812
Kyle Lawson,11.0510934,77.0388673
William Farrell,11.0596845,76.9454333
Ronald Smith,11.0084672,77.0650759
Mark Greer,11.0556808,77.0162219
Linda Taylor,11.0447734,76.9440682
Gregory Rowe,10.9913455,76.9499919
Lori Johnson,11.0473561,76.9895544
Charles Taylor,11.043274,76.9452043
Tyler Rivas,11.0150985,77.0258159
Timothy Stewart,11.1135493,76.9923821
Linda Ford,10.9907226,76.9551596
Joseph Dean,11.0529448,77.0388664
Shannon Jackson,10.9676696,76.94739
Heather Martinez,11.0399702,76.995365
Mercedes Fry,11.0053873,77.0486395
Justin Hernandez,11.0331786,76.9312765
Lisa Willis,10.9930724,76.9428294
Meagan Hatfield,11.0185241,76.9743055
Latoya Powers,11.0301644,77.0026463
Justin Williamson,11.0595856,76.9441281
James Le,11.0650167,76.9411662
Larry Mann,11.0340829,76.9745676
Mrs. Lori Cole,11.0403115,76.9936916
Cassandra Dickerson,11.0738297,77.0121377
Dr. Anthony Cruz MD,11.0024277,76.9075271
Aaron Thompson,11.0600531,76.9313386
Raymond Smith DVM,11.0521636,77.0387522
Tammy Vasquez,10.998676,76.9520617
Diane Turner,11.04507,76.9405
Stephen Carney,11.0284401,76.9006123
David Hansen,11.0128495,76.9424121
Rhonda Foster,10.9992363,76.9920108
Andrew Wolfe,11.0042271,76.9957366
David Johnson,10.9995963,77.055309
Katherine Carney,10.9647842,76.9852664
Rachel Spencer,10.9676378,77.0056989
Kathleen Cook MD,11.0434398,77.0454723
Scott Schneider,11.0130214,77.0098908
Crystal Lewis,11.0219202,77.0080288
Lauren Williams,10.9565943,76.9874532
Zoe Williams,10.9906801,76.9568926
Amy Beltran,11.0265166,76.9302688
Valerie Page,11.0316977,76.9577979
Garrett Soto,11.0100504,77.0062203
Carmen Garcia,11.0278032,76.9600356
Joshua Thomas,11.0417144,76.9702001
Jeremy Moore,10.9476383,76.9714928
Alice Walton,11.0398743,77.0010132
Brittany Wheeler,10.9710314,76.8914189
Larry Rivera,11.0415217,76.976775
Marc Coleman,11.029827,76.9307855
Derek Cohen,11.0086937,77.0027103
Stacey Guerrero,11.0306329,76.8910746
Patrick Smith,10.9563833,76.965705
John Allen,11.0287574,76.9588257
Eric Taylor,10.9861695,76.9377491
Sandra Wade,11.0827733,77.0055481
Deborah Hudson,11.0030043,76.9921628
Julie Bishop,10.9776559,77.0332263
Patricia Brooks,11.0271325,76.962372
Crystal Weaver,11.0389306,76.9676046
Darlene Hamilton,10.9471436,76.9309085
Jennifer Rodriguez,10.9474979,76.9560371
Angela Dudley,10.9936934,76.9582522
Brooke Reynolds,11.0053603,77.0619815
Michael Daugherty,11.0159334,76.9251148
Aimee Dyer,11.048392,76.9686814
Justin Morris,10.997139,76.959085
Kelly Murray,11.0368107,76.8911729
Nicholas Villa,10.9588517,76.9287763
Carol Young,11.0147186,77.0187347
Brian Wolf,11.0456218,76.9747108
Ashley Harris,10.9488682,76.9537847
Janet Sosa,11.0235796,76.8894059
Rebecca Duffy,10.9715173,76.8866885
Jennifer Clark,11.0540189,77.0235191
Shannon Hancock,10.9778434,77.0353439
Joseph Cortez,11.0614614,77.0026398
Samantha Harmon,11.0167517,77.0188333
Juan Zimmerman,11.0244775,76.9620165
Brooke Jones,11.0198785,76.9657686
Elizabeth Ellis,11.061462,76.9506138
Dakota Johnson DDS,11.0541681,77.0423556
Christopher Mcdowell,11.028339,76.8978099
Kimberly Daniels,11.035448,76.9252333
Ryan Warren,11.0019785,77.0267713
Teresa Sims,11.0345937,76.9285847
Mark Ryan,11.0263008,76.9556385
Marie Baker,10.9961431,76.99274
Ashley Thompson,11.0354168,76.9746117
Kelly Smith,11.0555085,77.0023139
Adam Lopez,11.0378063,76.8913979
Mandy Werner,11.0193379,76.9668306
Morgan Jenkins,11.0161966,76.921212
Omar Cole,10.9560106,76.9718566
Angel Davila,10.9564402,76.9719315
Kristine Williams,11.0970315,77.0191455
Jared Moreno,10.9612578,76.9926527
Brian Jones,11.0127004,76.9994848
Tamara Glenn,10.990717,76.9919804
Alan Kirk,10.9718911,76.9684856
Katelyn Peck,11.0325604,76.9554692
April Richardson,10.9983075,76.9528875
Edwin Roberts,11.0207091,76.9663553
Jay Rogers,11.0515831,76.9433166
John Le,10.9704816,76.9717141
Maria Holt,11.0627048,76.99355
Tracy Castillo,11.0079066,76.9459249
Donna Case,10.9647515,76.999002
Charles Mccullough,10.9614714,76.9780399
Gary Berry,11.0075055,76.9450859
Sarah Pacheco,10.9997804,77.033854
Ashley Little,11.0534656,77.06189
April Singh,10.9865104,76.9368934
James Rojas,10.9911901,76.9628858
Peggy Hawkins,10.9848879,76.9400776
Amy Diaz,11.0099998,77.0079962
Nichole Lewis,10.9969789,76.9576149
William Vasquez,11.0012896,77.03058
Matthew Moreno,11.045616,76.9277272
Darlene Huynh,11.0461872,76.9501776
Daniel Crawford,10.9929076,76.9884815
Adam Taylor,10.9883433,76.9702851
Teresa Finley,10.9941188,76.9580534
Valerie Thomas,11.0497077,76.9830592
Lori Brown,10.9475362,76.956046
Mary Aguilar,11.054688,77.0513527
Ricky Robinson,10.9651344,76.9860938
Kathy Mack,11.0282733,76.8833333
Christopher Martin,11.035374,76.9758924
Grace Cabrera,10.9961686,76.9308911
Stephanie Washington,10.9896385,76.9342234
Richard Sharp,11.0260171,76.9510329
Mr. Ryan Smith,10.955019,76.9721517
Martha Rodriguez,10.9582882,76.9511688
Samantha Jordan,11.0309237,76.9637293
Corey Soto DDS,11.0060263,76.9129611
Darrell Richmond,11.0435608,76.9978613
Laurie Hanna,10.9872277,76.9743221
William Armstrong,10.9821701,76.9675066
Sierra Williams,11.0578236,77.0051514
Chelsea Wilkins,11.0190759,77.0642397
Carla Carroll,10.9475026,76.9560148
Christopher Quinn,10.9918552,76.9910752
Karen Lee,11.0274968,76.9550542
Jean Reid,11.0782699,77.0372015
Sarah Armstrong,10.9893465,76.9478032
Teresa Villanueva,11.0631904,76.9821276
Benjamin Skinner,11.0227821,76.9069282
Jordan Taylor,10.983466,76.9639398
Monica Miller,11.0186507,76.9881094
Carl Schultz,10.9979623,76.9470722
Nicole Torres,10.9967135,76.9513667
Edward Smith,11.0875871,77.0130773
Nancy Martin,11.0481233,76.9929088
Jacqueline Chavez MD,11.0322535,76.9300072
Virginia Hurst,11.0354856,76.9557855
Angela Miller,11.0788674,77.0038552
Gloria Robinson,11.0225733,76.9593167
Selena Martinez,11.0305268,76.9532334
Steven Henderson,10.9914045,76.9646133
Kaitlyn Gilmore,11.0270028,76.9597881
Mr. Randall Williams,11.0621034,77.0431115
Elizabeth Jennings,10.9032383,76.96321
Benjamin Richardson,10.9769505,76.9162286
Matthew Levy,11.041046,76.9419246
Sarah Gonzalez,11.0395117,77.0012771
Bethany Cooper,11.0270866,76.9863976
Kimberly Gibson,11.0139515,76.9547503
Douglas Werner,11.0549543,77.0645033
Katherine Delgado,11.028769,76.9584952
Andrew Hernandez,11.058042,76.996419
Steve Bond,10.90695,77.0050933
Anthony Brown,11.038933,76.9533425
Emily Bradley,10.98724,76.9729521
Lauren Perez,10.9872979,76.9714017
Steven Nguyen,11.0515603,77.0406635
Paula Wilcox,11.0496797,76.9902222
Anthony Baker,10.9426451,76.9533744
Kimberly Myers,10.9934105,76.9581624
Daniel Friedman,11.0317123,76.9993031
Nicole King,11.0284029,76.9538583
Brandi Cross,11.0409757,77.0053803
Kevin Romero,11.0285277,76.9010617
Edwin Guerrero,11.0078513,77.0150957
Patricia Rodgers,11.0281549,76.9604635
Kenneth Nguyen,11.0462583,76.9552997
Tammy Mason,11.0270278,76.9878887
David Gould,11.0175584,76.9217912
Steven Ford,11.025735,77.0180482
Spencer Atkins,11.0075224,77.0099795
Monique Morrison,11.0438419,77.0034034
April Garcia,11.0374672,76.9679472
Tyler Stevens DDS,10.9595371,76.9804597
Robert Lee,10.9935891,76.993581
Mitchell Davis,11.0367078,76.9210862
Valerie Williams,11.0200267,76.9664067
Marissa Ward,10.902827,76.9982057
Margaret Mercer,10.9492096,76.9564869
Chelsea Carroll,11.0596222,76.9445181
Ann Smith,10.9634546,76.9851549
Victor West,11.0465651,76.93612
Michael Brewer,10.9590276,76.9723961
Joseph Burke,11.0432543,76.9425683
Matthew Rowe,11.0616167,76.9508267
Jason Curry,10.954753,76.9919981
Jamie Peck,11.0269535,76.9467574
Sarah Martin,11.0290291,76.9459056
Kara Suarez,11.0384827,76.8702976
Rebecca Cook,10.9965253,76.9577334
Elizabeth Black,10.9994831,76.9512028
Lauren Smith,11.0632006,76.9916724
Kimberly Mccormick,10.9903918,76.9541362
Andrew Watson,10.9150612,76.9483635
Daniel Bonilla,10.9878583,76.937904
John Lowery,11.0747501,76.9402738
Jessica Velez,10.9942456,76.9574744
Phillip Kramer,11.0073862,77.0495377
Luis Hamilton,11.0241754,76.8954186
Mitchell Anderson,11.0071532,76.9647167
Kristen Chase,10.9477421,76.9542569
Kelly Green,10.9903374,76.9403273
Jesse Williams,11.0626076,76.991534
Rita Rice,11.0626498,76.9926782
Andrew Perry,11.0275148,76.9948071
James Jones,11.0244133,77.0011683
Matthew Kane,10.9934467,76.9579292
Erin Brown,11.0278067,76.9037195
William Ramirez,11.0655478,77.0055557
Kenneth Vasquez,11.0369552,76.9211106
Jason Pope,11.0036325,76.9937379
Andrew Fuller,11.0750409,77.0020158
Heidi White,11.0228892,76.9455384
Brian Graham,11.0292829,77.0019598
Brittany Beard,11.0275032,76.9042736
Julie Harrell,10.9989034,77.0510396
Michael Torres,10.9962832,76.9579552
Todd Ward,11.0333706,76.9576421
Kristina Delgado,10.9950019,76.9592356
Kenneth Riddle,10.9425401,76.9534116
Thomas Gibbs,10.9899683,76.959092
Rachel Shea,11.0280061,77.0141745
Colleen Adams,10.989649,76.9992508
Ian Mosley,11.0176033,76.9217006
Amanda Leonard,11.0454133,76.9475336
Rebecca Gordon,11.0737451,77.0118424
Karen Mason,10.9776042,76.9634336
Debra Flores,10.9684353,76.9032607
Kathleen Johnson,11.0310519,76.8898441
Amy Green,10.9894471,76.9542378
Pamela Robinson,11.047172,76.9884974
Sean Roberts,11.0189933,76.9213482
Mark Lambert,10.9945694,76.9581012
Eric Kaufman,10.9987783,77.0348261
Miss Sarah Meyer,11.0197849,77.0128857
Katrina Vasquez,10.9967025,76.9553216
John Lee,11.0207721,77.0402213
Rachel Lowe,11.0622679,76.931387
Julie Thompson,11.0328753,76.9441558
Eric Friedman,11.025283,77.0008566
Susan Sanders,11.01819,76.92524
Rodney Newton,11.0246187,76.8982652
Debra Miller,11.0030016,76.9503858
Julia Carter,10.9425602,76.9542577
Kristine Pena,11.0142619,77.0639433
Dawn Jensen,11.0110367,76.9550095
Gina Bridges,11.008733,77.0292868
Brian Galvan,10.9592839,76.9760422
Christopher Doyle Jr.,11.051116,77.0184052
Robert Barnes,10.9916991,76.9910397
Anna Robinson,11.0344301,76.9557464
Amy Johnson,10.98791,76.9269256
Jennifer Carey,11.0545869,77.0631705
Rachel Black,11.076828,77.0256243
Alyssa Jones,10.9913445,76.9579493
Cathy Hughes,11.0447326,76.9474429
Mary Smith,10.9940577,76.9940778
Barbara Wilkins,10.9439194,76.9529686
Heather James,10.9573437,76.9715185
Steven Schwartz,10.967734,77.0124473
Madeline Collins,10.9984873,77.0557201
Alicia Pearson,10.9579258,76.9832362
Kimberly Wallace,10.9938568,76.9574898
Jennifer Forbes,10.9998897,77.0532147
Antonio Chaney,10.9497798,76.9998291
Jennifer Rhodes,11.1132387,77.0294039
Shawn Bowman,11.0555326,77.0646722
Miranda French,10.99369,76.9882008
William Hensley,11.0369725,76.9735564
Dylan Washington,11.0361947,77.0381188
Edward Lopez,10.9906655,76.9607384
Charles Cook,11.0356197,76.9342652
Laura Coleman,11.0297504,76.9709807
Janet Green,11.037123,76.925123
Justin Dickerson,10.9423675,76.9417165
Emily Deleon,11.0357374,76.9875276
Justin Robinson,11.0293251,76.9320242
Heidi Flores,11.019098,76.9660781
Mr. Jacob Brown,11.0275898,77.000758
Jasmine Jones MD,11.0499877,76.9900492
Darrell Sims,11.0145258,76.9842133
Julie Harris,11.0094052,77.0539168
Robin Brown,11.0260714,77.019932
Kristy Williams,11.0007944,76.9520932
Charlotte White,11.0071156,76.9513094
Evan Murphy,10.9962162,76.9579786
Sarah Pearson,10.9681963,77.0091226
Vicki Lawrence,10.996387,76.9588018
Jonathan Huerta,11.0540825,77.0201355
Gregory Blackwell,11.003076,77.0496814
Douglas Moss,10.9911034,76.9418063
Darren Watkins,11.056392,77.0149369
Lucas Smith,11.0646288,76.9078392
Jonathan Garcia,10.9963499,77.0272615
Amy Frazier,10.9888099,76.9687222
Mary Gonzalez,10.9946137,76.9575325
Brandon Klein,11.030211,76.9858749
Melissa Brown,11.0332104,76.9307939
Clayton Wells,10.9977123,77.0302578
Debra Gentry,10.995826,76.9579337
Kelsey Kelley,11.0542276,77.0224767
Adam Stewart,10.9911147,76.953769
Anthony Smith,10.952843,76.9646218
William Mosley,10.9545383,76.9923884
Ann Perez,10.9877447,76.9348048
Christopher Dixon,10.9873773,76.9390884
Luis Barnett,11.0674565,77.0016258
Paula Brown,10.9922836,76.9273357
Joshua Nichols,11.0043089,77.0661568
Erica Payne,11.0272365,76.962573
Marie Hayes,11.009351,76.9618805
Stacey Gibson,11.0050698,77.0269051
Lori Dougherty,11.023151,76.9108783
Allen Perez,11.0316802,76.9992949
Misty Cohen,11.0767818,77.0255844
Gary Edwards,11.0140034,77.0344279
Lisa Jackson,11.0250429,76.9620511
Cynthia Coleman,10.9698572,76.8974318
Rachel Wilson,11.0121745,77.0011715
Stephanie Lang,11.0311402,76.9016473
Scott Turner,11.0295839,76.9748374
John Martin,11.0539496,77.0235474
Justin Bryant,11.0291168,76.9321904
Cindy Taylor,10.9773154,77.0342731
Monica Mack,11.0390726,76.973763
Duane May,11.0255054,76.9870729
Brandon Ho,10.9940562,76.9578884
Jennifer Nichols,11.0055875,76.9559108
Bradley Grant,11.0382047,76.973216
Tiffany Jacobson,11.0546122,76.9988815
Kimberly Beck,10.9878132,76.9634513
James Morales,11.0339542,76.9552525
Mary Gomez,10.9909278,76.9939591
Bridget Caldwell,11.0001268,76.9918737
Sean Russell,11.0049408,77.0321955
Stacey Martinez,10.9933324,76.957914
Dawn Walker,11.021432,77.0004293
Scott Jordan,11.0203253,77.0001533
Jermaine Williams,11.0333839,77.0162262
Jamie White,11.0437254,77.0141205
Melinda Campbell,10.9770561,76.9179846
Nicole Ward,10.9559092,76.9894332
John Griffin,10.9426507,76.953794
Jennifer Anderson,10.9868648,76.9712108
Adam Tran,10.9904783,76.9588767
Ryan Preston,11.0232297,76.962126
Pamela Ortiz MD,11.0601414,77.0496874
Kimberly Johnson,11.0262715,76.9591619
